,name of image,number of bud,status_yolo,visible,Yoloac_predict_bud,Unnamed: 5,Unnamed: 6,"Note: number of bud: Ground truth
Status_yolo: 
1: number of bud is correct
0: miss, wrong number of bud",yolact_status
0,1000_1.jpg,1,1,1,1,,,"Visible:
 1: Human can identify correctlly the number of bud
0: Human can not identify correctly the number of bud",1
1,1000_2.jpg,1,1,1,1,,,Yoloac_predict_bud: the number of bud of prediction,1
2,1000_3.jpg,1,1,1,1,,,"yolact_status:
1: number of bud is correct
0: miss, wrong the number of bud",1
3,1000_4.jpg,1,1,1,1,,,,1
4,1001_1.jpg,1,0,0,1,,,,1
5,1001_2.jpg,2,1,1,2,,,Accuracy of yolo: ,1
6,1001_3.jpg,2,1,1,2,,,97.99554566,1
7,1001_4.jpg,3,1,0,1,,,,0
8,1002_1.jpg,2,1,1,2,,,Accuracy of yolact,1
9,1002_2.jpg,3,1,1,3,,,90.20044543,1
10,1002_3.jpg,3,1,1,3,,,,1
11,1002_4.jpg,3,1,1,2,,,,0
12,1003_1.jpg,3,1,0,2,,,,0
13,1003_2.jpg,3,0,1,2,,,,0
14,1003_3.jpg,3,1,1,3,,,,1
15,1003_4.jpg,3,1,1,3,,,,1
16,1004_1.jpg,1,1,1,1,,,,1
17,1004_2.jpg,1,1,1,1,,,,1
18,1004_3.jpg,1,1,1,1,,,,1
19,1004_4.jpg,1,1,1,1,,,,1
20,1005_1.jpg,1,1,0,1,,,,1
21,1005_2.jpg,2,1,0,1,,,,0
22,1005_3.jpg,2,1,1,2,,,,1
23,1005_4.jpg,2,0,0,1,,,,0
24,1006_1.jpg,2,1,1,2,,,,1
25,1006_2.jpg,2,1,1,2,,,,1
26,1006_3.jpg,2,1,1,2,,,,1
27,1006_4.jpg,2,1,1,1,,,,0
28,1007_1.jpg,3,1,1,3,,,,1
29,1007_2.jpg,3,1,1,3,,,,1
30,1007_3.jpg,3,1,1,3,,,,1
31,1007_4.jpg,3,1,1,3,,,,1
32,1008_1.jpg,3,1,1,3,,,,1
33,1008_2.jpg,2,1,1,1,,,,0
34,1008_3.jpg,2,1,1,2,,,,1
35,1008_4.jpg,3,1,1,1,,,,0
36,1009_1.jpg,3,1,1,3,,,,1
37,1009_2.jpg,3,1,1,3,,,,1
38,1009_3.jpg,3,1,1,3,,,,1
39,1009_4.jpg,3,1,1,3,,,,1
40,100_1.jpg,2,1,1,2,,,,1
41,100_2.jpg,2,1,1,2,,,,1
42,100_3.jpg,2,1,1,2,,,,1
43,100_4.jpg,2,1,1,2,,,,1
44,1010_1.jpg,4,1,0,4,,,,1
45,1010_2.jpg,4,1,0,4,,,,1
46,1010_3.jpg,3,1,1,3,,,,1
47,1010_4.jpg,4,1,1,4,,,,1
48,1011_1.jpg,2,1,1,3,,,,0
49,1011_2.jpg,2,1,1,2,,,,1
50,1011_3.jpg,2,1,1,2,,,,1
51,1011_4.jpg,2,1,1,2,,,,1
52,1012_1.jpg,2,1,1,2,,,,1
53,1012_2.jpg,2,1,1,2,,,,1
54,1012_3.jpg,2,1,1,2,,,,1
55,1012_4.jpg,2,1,1,2,,,,1
56,1013_1.jpg,1,1,1,1,,,,1
57,1013_2.jpg,1,1,1,1,,,,1
58,1013_3.jpg,1,0,1,1,,,,1
59,1013_4.jpg,1,1,1,1,,,,1
60,1014_1.jpg,3,0,0,3,,,,1
61,1014_2.jpg,2,1,1,2,,,,1
62,1014_3.jpg,2,1,0,2,,,,1
63,1014_4.jpg,2,1,1,2,,,,1
64,1015_1.jpg,3,1,1,3,,,,1
65,1015_2.jpg,3,1,1,3,,,,1
66,1015_3.jpg,3,1,1,3,,,,1
67,1015_4.jpg,3,1,1,3,,,,1
68,1016_1.jpg,3,1,1,3,,,,1
69,1016_2.jpg,3,1,1,3,,,,1
70,1016_3.jpg,3,1,1,3,,,,1
71,1016_4.jpg,3,1,1,3,,,,1
72,1017_1.jpg,4,1,1,4,,,,1
73,1017_2.jpg,4,1,1,4,,,,1
74,1017_3.jpg,4,0,1,3,,,,0
75,1017_4.jpg,4,1,1,4,,,,1
76,1018_1.jpg,4,1,1,4,,,,1
77,1018_2.jpg,3,1,0,3,,,,1
78,1018_3.jpg,4,1,1,4,,,,1
79,1018_4.jpg,4,1,1,4,,,,1
80,1019_1.jpg,2,1,1,2,,,,1
81,1019_2.jpg,2,1,1,2,,,,1
82,1019_3.jpg,2,0,0,1,,,,0
83,1019_4.jpg,2,1,0,1,,,,0
84,101_1.jpg,3,1,1,3,,,,1
85,101_2.jpg,3,0,0,2,,,,0
86,101_3.jpg,3,1,1,3,,,,1
87,101_4.jpg,3,1,1,3,,,,1
88,1020_1.jpg,3,1,1,3,,,,1
89,1020_2.jpg,3,1,0,3,,,,1
90,1020_3.jpg,3,1,1,3,,,,1
91,1020_4.jpg,3,1,1,1,,,,0
92,1021_1.jpg,3,1,1,3,,,,1
93,1021_2.jpg,3,1,1,2,,,,0
94,1021_3.jpg,3,1,1,2,,,,0
95,1021_4.jpg,3,1,1,3,,,,1
96,1022_1.jpg,1,1,1,1,,,,1
97,1022_2.jpg,1,1,1,1,,,,1
98,1022_3.jpg,1,1,1,1,,,,1
99,1022_4.jpg,1,1,1,1,,,,1
100,1023_1.jpg,2,1,1,2,,,,1
101,1023_2.jpg,2,1,1,2,,,,1
102,1023_3.jpg,2,1,1,2,,,,1
103,1023_4.jpg,2,1,1,2,,,,1
104,1024_1.jpg,3,1,1,3,,,,1
105,1024_2.jpg,2,1,1,2,,,,1
106,1024_3.jpg,3,1,1,3,,,,1
107,1024_4.jpg,3,1,1,3,,,,1
108,1025_1.jpg,3,1,1,3,,,,1
109,1025_2.jpg,3,1,1,3,,,,1
110,1025_3.jpg,3,1,0,2,,,,0
111,1025_4.jpg,3,1,1,3,,,,1
112,1026_1.jpg,3,1,1,3,,,,1
113,1026_2.jpg,3,1,1,3,,,,1
114,1026_3.jpg,3,1,1,3,,,,1
115,1026_4.jpg,3,1,1,3,,,,1
116,1027_1.jpg,3,1,1,3,,,,1
117,1027_2.jpg,3,1,1,3,,,,1
118,1027_3.jpg,3,1,1,3,,,,1
119,1027_4.jpg,3,1,1,3,,,,1
120,1028_1.jpg,3,1,1,3,,,,1
121,1028_2.jpg,4,1,1,3,,,,0
122,1028_3.jpg,3,1,1,3,,,,1
123,1028_4.jpg,4,1,1,4,,,,1
124,1029_1.jpg,3,1,0,3,,,,1
125,1029_2.jpg,2,1,1,2,,,,1
126,1029_3.jpg,3,1,1,3,,,,1
127,1029_4.jpg,2,1,0,2,,,,1
128,102_1.jpg,2,1,1,2,,,,1
129,102_2.jpg,2,1,1,2,,,,1
130,102_3.jpg,2,1,1,2,,,,1
131,102_4.jpg,2,1,1,2,,,,1
132,1030_1.jpg,2,1,1,2,,,,1
133,1030_2.jpg,2,1,1,2,,,,1
134,1030_3.jpg,2,1,1,1,,,,0
135,1030_4.jpg,2,1,1,1,,,,0
136,1031_1.jpg,3,1,0,2,,,,0
137,1031_2.jpg,4,1,0,4,,,,1
138,1031_3.jpg,3,1,1,3,,,,1
139,1031_4.jpg,3,1,1,3,,,,1
140,1032_1.jpg,3,1,0,3,,,,1
141,1032_2.jpg,3,1,1,3,,,,1
142,1032_3.jpg,3,1,1,3,,,,1
143,1032_4.jpg,3,1,1,3,,,,1
144,1033_1.jpg,2,1,1,1,,,,0
145,1033_2.jpg,2,1,1,2,,,,1
146,1033_3.jpg,2,1,1,2,,,,1
147,1033_4.jpg,2,1,1,2,,,,1
148,1034_1.jpg,2,1,1,2,,,,1
149,1034_2.jpg,2,1,1,2,,,,1
150,1034_3.jpg,2,1,1,2,,,,1
151,1034_4.jpg,2,1,1,2,,,,1
152,1035_1.jpg,2,0,0,1,,,,0
153,1035_2.jpg,2,1,1,1,,,,0
154,1035_3.jpg,2,0,0,2,,,,1
155,1035_4.jpg,2,1,1,2,,,,1
156,1036_1.jpg,2,0,1,2,,,,1
157,1036_2.jpg,2,1,1,2,,,,1
158,1036_3.jpg,2,1,1,2,,,,1
159,1036_4.jpg,2,1,1,2,,,,1
160,1037_1.jpg,2,1,1,2,,,,1
161,1037_2.jpg,2,1,1,2,,,,1
162,1037_3.jpg,2,1,1,2,,,,1
163,1037_4.jpg,2,1,1,2,,,,1
164,1038_1.jpg,3,1,0,2,,,,0
165,1038_2.jpg,3,0,0,2,,,,0
166,1038_3.jpg,2,1,1,2,,,,1
167,1038_4.jpg,4,0,0,3,,,,0
168,1039_1.jpg,3,1,1,3,,,,1
169,1039_2.jpg,3,1,1,3,,,,1
170,1039_3.jpg,3,1,1,3,,,,1
171,1039_4.jpg,3,1,1,3,,,,1
172,103_1.jpg,3,1,1,2,,,,0
173,103_2.jpg,3,0,0,2,,,,0
174,103_3.jpg,3,0,0,2,,,,0
175,103_4.jpg,3,0,0,3,,,,1
176,1040_1.jpg,3,1,1,3,,,,1
177,1040_2.jpg,3,1,1,3,,,,1
178,1040_3.jpg,3,1,1,3,,,,1
179,1040_4.jpg,3,1,1,3,,,,1
180,1041_1.jpg,2,1,1,2,,,,1
181,1041_2.jpg,2,1,1,2,,,,1
182,1041_3.jpg,2,1,1,2,,,,1
183,1041_4.jpg,2,1,1,2,,,,1
184,1042_1.jpg,3,0,0,2,,,,0
185,1042_2.jpg,3,0,0,2,,,,0
186,1042_3.jpg,3,1,1,3,,,,1
187,1042_4.jpg,3,1,1,3,,,,1
188,1043_1.jpg,3,1,1,3,,,,1
189,1043_2.jpg,3,1,1,3,,,,1
190,1043_3.jpg,3,1,1,3,,,,1
191,1043_4.jpg,3,1,1,3,,,,1
192,1044_1.jpg,2,1,1,1,,,,0
193,1044_2.jpg,2,1,1,2,,,,1
194,1044_3.jpg,2,1,1,2,,,,1
195,1044_4.jpg,2,1,1,1,,,,0
196,1045_1.jpg,3,1,0,2,,,,0
197,1045_2.jpg,3,0,0,1,,,,0
198,1045_3.jpg,3,1,1,3,,,,1
199,1045_4.jpg,2,1,0,3,,,,0
200,1046_1.jpg,2,1,1,2,,,,1
201,1046_2.jpg,2,1,1,2,,,,1
202,1046_3.jpg,2,1,1,2,,,,1
203,1046_4.jpg,2,1,1,2,,,,1
204,1047_1.jpg,3,0,0,3,,,,1
205,1047_2.jpg,3,0,0,1,,,,0
206,1047_3.jpg,3,1,1,3,,,,1
207,1047_4.jpg,3,0,0,2,,,,0
208,1048_1.jpg,2,0,0,3,,,,0
209,1048_2.jpg,3,1,1,3,,,,1
210,1048_3.jpg,3,1,1,3,,,,1
211,1048_4.jpg,3,1,0,3,,,,1
212,1049_1.jpg,3,1,1,3,,,,1
213,1049_2.jpg,3,1,1,3,,,,1
214,1049_3.jpg,3,0,0,2,,,,0
215,1049_4.jpg,3,1,1,3,,,,1
216,104_1.jpg,3,1,1,3,,,,1
217,104_2.jpg,3,1,1,3,,,,1
218,104_3.jpg,3,1,1,3,,,,1
219,104_4.jpg,3,1,1,3,,,,1
220,1050_1.jpg,1,1,1,1,,,,1
221,1050_2.jpg,1,1,1,1,,,,1
222,1050_3.jpg,1,1,1,1,,,,1
223,1050_4.jpg,1,1,1,1,,,,1
224,1051_1.jpg,3,1,1,3,,,,1
225,1051_2.jpg,3,1,1,3,,,,1
226,1051_3.jpg,3,1,1,3,,,,1
227,1051_4.jpg,3,1,1,3,,,,1
228,1052_1.jpg,2,1,0,2,,,,1
229,1052_2.jpg,3,1,1,3,,,,1
230,1052_3.jpg,3,1,1,3,,,,1
231,1052_4.jpg,4,0,0,4,,,,1
232,1053_1.jpg,3,1,1,3,,,,1
233,1053_2.jpg,2,1,1,2,,,,1
234,1053_3.jpg,3,1,0,3,,,,1
235,1053_4.jpg,3,1,1,3,,,,1
236,1054_1.jpg,3,1,1,3,,,,1
237,1054_2.jpg,3,1,1,3,,,,1
238,1054_3.jpg,3,0,0,3,,,,1
239,1054_4.jpg,3,0,0,2,,,,0
240,1055_1.jpg,2,1,1,1,,,,0
241,1055_2.jpg,2,1,1,2,,,,1
242,1055_3.jpg,2,1,1,2,,,,1
243,1055_4.jpg,2,1,1,2,,,,1
244,1056_1.jpg,3,1,1,3,,,,1
245,1056_2.jpg,3,1,1,3,,,,1
246,1056_3.jpg,3,1,1,3,,,,1
247,1056_4.jpg,3,1,1,3,,,,1
248,1057_1.jpg,3,1,1,2,,,,0
249,1057_2.jpg,3,1,1,2,,,,0
250,1057_3.jpg,3,1,1,3,,,,1
251,1057_4.jpg,3,0,1,2,,,,0
252,1058_1.jpg,2,1,1,2,,,,1
253,1058_2.jpg,2,1,1,2,,,,1
254,1058_3.jpg,2,1,1,2,,,,1
255,1058_4.jpg,2,1,1,2,,,,1
256,1059_1.jpg,3,1,1,2,,,,0
257,1059_2.jpg,3,0,0,2,,,,0
258,1059_3.jpg,3,0,0,2,,,,0
259,1059_4.jpg,3,0,1,2,,,,0
260,105_1.jpg,2,1,1,2,,,,1
261,105_2.jpg,2,1,1,2,,,,1
262,105_3.jpg,2,1,1,2,,,,1
263,105_4.jpg,2,1,1,2,,,,1
264,1060_1.jpg,4,1,1,4,,,,1
265,1060_2.jpg,4,0,1,4,,,,1
266,1060_3.jpg,4,1,1,4,,,,1
267,1060_4.jpg,4,1,1,4,,,,1
268,1061_1.jpg,1,1,1,1,,,,1
269,1061_2.jpg,1,1,1,1,,,,1
270,1061_3.jpg,1,1,1,1,,,,1
271,1061_4.jpg,1,1,1,1,,,,1
272,1062_1.jpg,2,1,0,2,,,,1
273,1062_2.jpg,3,0,0,1,,,,0
274,1062_3.jpg,3,1,1,3,,,,1
275,1062_4.jpg,3,0,0,2,,,,0
276,1063_1.jpg,2,1,1,2,,,,1
277,1063_2.jpg,2,1,1,1,,,,0
278,1063_3.jpg,2,1,1,2,,,,1
279,1063_4.jpg,2,1,1,2,,,,1
280,1064_1.jpg,3,1,1,3,,,,1
281,1064_2.jpg,2,1,1,2,,,,1
282,1064_3.jpg,3,1,1,3,,,,1
283,1064_4.jpg,3,1,1,3,,,,1
284,1065_1.jpg,1,1,1,1,,,,1
285,1065_2.jpg,1,1,1,1,,,,1
286,1065_3.jpg,1,1,1,1,,,,1
287,1065_4.jpg,1,1,1,1,,,,1
288,1066_1.jpg,3,0,0,2,,,,0
289,1066_2.jpg,2,0,0,2,,,,1
290,1066_3.jpg,3,1,1,2,,,,0
291,1066_4.jpg,3,0,0,2,,,,0
292,1067_1.jpg,3,1,1,2,,,,0
293,1067_2.jpg,3,1,1,3,,,,1
294,1067_3.jpg,3,1,0,2,,,,0
295,1067_4.jpg,3,0,1,2,,,,0
296,1068_1.jpg,3,1,1,2,,,,0
297,1068_2.jpg,3,1,1,3,,,,1
298,1068_3.jpg,3,0,0,1,,,,0
299,1068_4.jpg,3,1,1,3,,,,1
300,1069_1.jpg,3,0,0,2,,,,0
301,1069_2.jpg,3,1,1,3,,,,1
302,1069_3.jpg,2,1,0,2,,,,1
303,1069_4.jpg,3,1,0,3,,,,1
304,106_1.jpg,3,1,1,3,,,,1
305,106_2.jpg,2,1,1,3,,,,0
306,106_3.jpg,3,1,1,3,,,,1
307,106_4.jpg,3,1,1,3,,,,1
308,1070_1.jpg,1,1,1,1,,,,1
309,1070_2.jpg,1,1,1,1,,,,1
310,1070_3.jpg,1,1,1,1,,,,1
311,1070_4.jpg,1,1,1,1,,,,1
312,1071_1.jpg,3,1,1,3,,,,1
313,1071_2.jpg,2,1,1,3,,,,0
314,1071_3.jpg,2,1,1,2,,,,1
315,1071_4.jpg,3,1,1,3,,,,1
316,1072_1.jpg,3,1,1,3,,,,1
317,1072_2.jpg,3,1,1,3,,,,1
318,1072_3.jpg,3,1,1,3,,,,1
319,1072_4.jpg,3,1,1,3,,,,1
320,1073_1.jpg,3,1,1,3,,,,1
321,1073_2.jpg,3,1,1,3,,,,1
322,1073_3.jpg,3,0,0,2,,,,0
323,1073_4.jpg,3,0,0,2,,,,0
324,1074_1.jpg,2,0,0,2,,,,1
325,1074_2.jpg,2,1,1,2,,,,1
326,1074_3.jpg,3,0,0,2,,,,0
327,1074_4.jpg,2,0,0,2,,,,1
328,1075_1.jpg,3,1,1,3,,,,1
329,1075_2.jpg,3,1,1,3,,,,1
330,1075_3.jpg,3,1,0,2,,,,0
331,1075_4.jpg,3,1,1,3,,,,1
332,1076_1.jpg,2,0,0,2,,,,1
333,1076_2.jpg,2,1,1,2,,,,1
334,1076_3.jpg,2,1,1,2,,,,1
335,1076_4.jpg,2,1,1,2,,,,1
336,1077_1.jpg,2,1,1,3,,,,0
337,1077_2.jpg,3,0,0,2,,,,0
338,1077_3.jpg,2,1,1,2,,,,1
339,1077_4.jpg,3,0,0,2,,,,0
340,1078_1.jpg,3,1,1,3,,,,1
341,1078_2.jpg,2,1,1,3,,,,0
342,1078_3.jpg,3,1,1,3,,,,1
343,1078_4.jpg,3,1,1,2,,,,0
344,1079_1.jpg,3,1,1,3,,,,1
345,1079_2.jpg,3,0,0,2,,,,0
346,1079_3.jpg,3,1,1,3,,,,1
347,1079_4.jpg,3,1,1,3,,,,1
348,107_1.jpg,3,1,1,3,,,,1
349,107_2.jpg,2,1,1,2,,,,1
350,107_3.jpg,1,0,0,1,,,,1
351,107_4.jpg,3,1,1,3,,,,1
352,1080_1.jpg,2,1,1,2,,,,1
353,1080_2.jpg,2,1,1,2,,,,1
354,1080_3.jpg,2,1,1,2,,,,1
355,1080_4.jpg,2,1,1,2,,,,1
356,1081_1.jpg,3,1,1,3,,,,1
357,1081_2.jpg,3,1,1,3,,,,1
358,1081_3.jpg,3,1,1,3,,,,1
359,1081_4.jpg,3,1,1,3,,,,1
360,1082_1.jpg,3,1,1,3,,,,1
361,1082_2.jpg,3,1,1,3,,,,1
362,1082_3.jpg,3,1,1,3,,,,1
363,1082_4.jpg,3,1,1,3,,,,1
364,1083_1.jpg,2,1,0,2,,,,1
365,1083_2.jpg,3,1,1,3,,,,1
366,1083_3.jpg,3,1,1,3,,,,1
367,1083_4.jpg,3,1,1,3,,,,1
368,1084_1.jpg,3,1,1,3,,,,1
369,1084_2.jpg,3,1,1,3,,,,1
370,1084_3.jpg,3,0,0,2,,,,0
371,1084_4.jpg,3,0,0,2,,,,0
372,1085_1.jpg,2,1,1,1,,,,0
373,1085_2.jpg,2,1,1,2,,,,1
374,1085_3.jpg,2,1,1,2,,,,1
375,1085_4.jpg,2,1,1,2,,,,1
376,1086_1.jpg,2,1,1,2,,,,1
377,1086_2.jpg,2,1,1,2,,,,1
378,1086_3.jpg,2,1,0,2,,,,1
379,1086_4.jpg,2,1,1,2,,,,1
380,1087_1.jpg,3,1,0,3,,,,1
381,1087_2.jpg,3,0,0,2,,,,0
382,1087_3.jpg,3,1,1,3,,,,1
383,1087_4.jpg,3,1,1,3,,,,1
384,1088_1.jpg,3,0,0,3,,,,1
385,1088_2.jpg,2,1,1,2,,,,1
386,1088_3.jpg,3,0,0,1,,,,0
387,1088_4.jpg,3,0,0,2,,,,0
388,1089_1.jpg,3,0,0,2,,,,0
389,1089_2.jpg,3,1,1,3,,,,1
390,1089_3.jpg,3,0,0,3,,,,1
391,1089_4.jpg,3,1,1,3,,,,1
392,108_1.jpg,2,1,1,2,,,,1
393,108_2.jpg,2,1,1,2,,,,1
394,108_3.jpg,2,1,1,2,,,,1
395,108_4.jpg,2,1,1,2,,,,1
396,1090_1.jpg,2,1,1,2,,,,1
397,1090_2.jpg,2,1,1,2,,,,1
398,1090_3.jpg,2,1,1,2,,,,1
399,1090_4.jpg,2,1,1,2,,,,1
400,1091_1.jpg,3,1,0,2,,,,0
401,1091_2.jpg,2,0,0,2,,,,1
402,1091_3.jpg,3,0,0,3,,,,1
403,1091_4.jpg,3,0,0,3,,,,1
404,1092_1.jpg,2,1,1,2,,,,1
405,1092_2.jpg,2,1,1,2,,,,1
406,1092_3.jpg,2,1,1,2,,,,1
407,1092_4.jpg,2,1,1,1,,,,0
408,1093_1.jpg,3,1,1,3,,,,1
409,1093_2.jpg,3,1,1,3,,,,1
410,1093_3.jpg,3,1,1,3,,,,1
411,1093_4.jpg,3,1,1,3,,,,1
412,1094_1.jpg,2,1,1,2,,,,1
413,1094_2.jpg,2,1,1,2,,,,1
414,1094_3.jpg,2,1,1,2,,,,1
415,1094_4.jpg,2,1,1,2,,,,1
416,1095_1.jpg,2,1,1,2,,,,1
417,1095_2.jpg,2,1,1,2,,,,1
418,1095_3.jpg,2,1,1,2,,,,1
419,1095_4.jpg,2,1,1,2,,,,1
420,1096_1.jpg,2,0,0,2,,,,1
421,1096_2.jpg,2,1,1,2,,,,1
422,1096_3.jpg,2,1,1,2,,,,1
423,1096_4.jpg,2,1,1,2,,,,1
424,1097_1.jpg,2,1,1,2,,,,1
425,1097_2.jpg,2,1,1,2,,,,1
426,1097_3.jpg,2,1,1,2,,,,1
427,1097_4.jpg,2,1,1,2,,,,1
428,1098_1.jpg,3,1,1,1,,,,0
429,1098_2.jpg,2,0,0,1,,,,0
430,1098_3.jpg,3,1,0,3,,,,1
431,1098_4.jpg,3,1,1,2,,,,0
432,1099_1.jpg,2,1,0,1,,,,0
433,1099_2.jpg,2,1,1,2,,,,1
434,1099_3.jpg,2,1,1,2,,,,1
435,1099_4.jpg,2,1,1,2,,,,1
436,109_1.jpg,2,1,1,2,,,,1
437,109_2.jpg,2,1,1,2,,,,1
438,109_3.jpg,2,1,1,2,,,,1
439,109_4.jpg,2,1,1,2,,,,1
440,10_1.jpg,2,1,1,2,,,,1
441,10_2.jpg,2,1,1,2,,,,1
442,10_3.jpg,2,1,1,2,,,,1
443,10_4.jpg,2,1,1,2,,,,1
444,1100_1.jpg,2,1,1,2,,,,1
445,1100_2.jpg,2,1,1,2,,,,1
446,1100_3.jpg,2,1,1,2,,,,1
447,1100_4.jpg,2,1,1,2,,,,1
448,1101_1.jpg,2,1,1,2,,,,1
449,1101_2.jpg,2,1,1,2,,,,1
450,1101_3.jpg,2,1,1,2,,,,1
451,1101_4.jpg,2,1,1,2,,,,1
452,1102_1.jpg,2,1,1,2,,,,1
453,1102_2.jpg,2,1,1,2,,,,1
454,1102_3.jpg,2,1,1,2,,,,1
455,1102_4.jpg,2,1,1,2,,,,1
456,1103_1.jpg,1,1,1,1,,,,1
457,1103_2.jpg,1,1,1,1,,,,1
458,1103_3.jpg,1,1,1,1,,,,1
459,1103_4.jpg,1,1,1,1,,,,1
460,1104_1.jpg,2,1,1,2,,,,1
461,1104_2.jpg,2,1,1,2,,,,1
462,1104_3.jpg,2,1,1,2,,,,1
463,1104_4.jpg,2,1,1,2,,,,1
464,1105_1.jpg,2,1,1,2,,,,1
465,1105_2.jpg,2,1,1,2,,,,1
466,1105_3.jpg,2,1,1,2,,,,1
467,1105_4.jpg,2,1,1,2,,,,1
468,1106_1.jpg,2,1,1,2,,,,1
469,1106_2.jpg,2,1,1,2,,,,1
470,1106_3.jpg,2,1,1,2,,,,1
471,1106_4.jpg,2,1,1,2,,,,1
472,1107_1.jpg,1,1,1,1,,,,1
473,1107_2.jpg,1,1,1,1,,,,1
474,1107_3.jpg,1,1,1,1,,,,1
475,1107_4.jpg,1,1,1,1,,,,1
476,1108_1.jpg,1,1,1,1,,,,1
477,1108_2.jpg,1,1,1,1,,,,1
478,1108_3.jpg,1,1,1,1,,,,1
479,1108_4.jpg,1,1,1,1,,,,1
480,1109_1.jpg,3,1,0,3,,,,1
481,1109_2.jpg,4,1,1,4,,,,1
482,1109_3.jpg,4,1,0,4,,,,1
483,1109_4.jpg,4,1,1,4,,,,1
484,110_1.jpg,1,1,1,1,,,,1
485,110_2.jpg,1,1,1,1,,,,1
486,110_3.jpg,1,1,1,1,,,,1
487,110_4.jpg,1,1,1,1,,,,1
488,1110_1.jpg,3,1,1,3,,,,1
489,1110_2.jpg,3,0,0,2,,,,0
490,1110_3.jpg,2,1,0,2,,,,1
491,1110_4.jpg,2,0,0,2,,,,1
492,1111_1.jpg,3,1,1,3,,,,1
493,1111_2.jpg,3,1,1,3,,,,1
494,1111_3.jpg,3,1,1,3,,,,1
495,1111_4.jpg,3,1,1,3,,,,1
496,1112_1.jpg,1,1,1,1,,,,1
497,1112_2.jpg,1,1,1,1,,,,1
498,1112_3.jpg,1,1,1,1,,,,1
499,1112_4.jpg,1,1,1,1,,,,1
500,1113_1.jpg,2,1,1,2,,,,1
501,1113_2.jpg,2,1,1,1,,,,0
502,1113_3.jpg,2,1,0,1,,,,0
503,1113_4.jpg,2,1,1,2,,,,1
504,1114_1.jpg,2,1,1,2,,,,1
505,1114_2.jpg,2,1,1,2,,,,1
506,1114_3.jpg,2,1,1,2,,,,1
507,1114_4.jpg,2,1,1,2,,,,1
508,1115_1.jpg,2,1,0,1,,,,0
509,1115_2.jpg,3,1,1,3,,,,1
510,1115_3.jpg,3,1,1,2,,,,0
511,1115_4.jpg,3,0,1,3,,,,1
512,1116_1.jpg,2,1,1,2,,,,1
513,1116_2.jpg,2,1,1,2,,,,1
514,1116_3.jpg,2,1,1,2,,,,1
515,1116_4.jpg,2,1,1,2,,,,1
516,1117_1.jpg,3,1,1,3,,,,1
517,1117_2.jpg,3,1,1,2,,,,0
518,1117_3.jpg,3,1,1,3,,,,1
519,1117_4.jpg,3,1,1,3,,,,1
520,1118_1.jpg,2,1,1,2,,,,1
521,1118_2.jpg,2,1,1,2,,,,1
522,1118_3.jpg,2,1,1,2,,,,1
523,1118_4.jpg,2,1,1,2,,,,1
524,1119_1.jpg,2,1,1,3,,,,0
525,1119_2.jpg,2,0,0,1,,,,0
526,1119_3.jpg,2,1,1,2,,,,1
527,1119_4.jpg,2,1,1,2,,,,1
528,111_1.jpg,2,1,0,2,,,,1
529,111_2.jpg,3,0,0,1,,,,0
530,111_3.jpg,2,1,0,2,,,,1
531,111_4.jpg,2,1,1,2,,,,1
532,1120_1.jpg,3,1,1,3,,,,1
533,1120_2.jpg,3,1,1,3,,,,1
534,1120_3.jpg,3,1,1,3,,,,1
535,1120_4.jpg,3,1,1,3,,,,1
536,1121_1.jpg,1,1,1,1,,,,1
537,1121_2.jpg,1,1,1,1,,,,1
538,1121_3.jpg,1,1,1,1,,,,1
539,1121_4.jpg,1,1,1,1,,,,1
540,1122_1.jpg,3,1,0,3,,,,1
541,1122_2.jpg,4,0,0,3,,,,0
542,1122_3.jpg,3,1,0,3,,,,1
543,1122_4.jpg,3,1,1,3,,,,1
544,1123_1.jpg,2,1,1,2,,,,1
545,1123_2.jpg,2,1,1,2,,,,1
546,1123_3.jpg,2,1,1,2,,,,1
547,1123_4.jpg,2,1,1,2,,,,1
548,1124_1.jpg,2,1,1,2,,,,1
549,1124_2.jpg,2,1,1,2,,,,1
550,1124_3.jpg,2,1,1,2,,,,1
